trial_id,relation,subject,target,competitor,prompt,corrupt_subject,corrupt_target,corrupt_prompt
P1412_4563,P1412,William Johnson Cory,English,French,William Johnson Cory speaks,Harold Laski,English,The language used by Harold Laski is
P1412_4583,P1412,Harold Laski,English,French,The language used by Harold Laski is,Orna Banai,Hebrew,Orna Banai speaks the language
P1412_4648,P1412,Orna Banai,Hebrew,English,Orna Banai speaks the language,"William Eugene Stanley, Sr.",English,"William Eugene Stanley, Sr. writes in"
P1412_4745,P1412,"William Eugene Stanley, Sr.",English,French,"William Eugene Stanley, Sr. writes in",Hector Guimard,French,The language used by Hector Guimard is
P1412_4787,P1412,Hector Guimard,French,English,The language used by Hector Guimard is,Freeman Dyson,English,Freeman Dyson speaks
P1412_4806,P1412,Freeman Dyson,English,French,Freeman Dyson speaks,Jeanne Moreau,French,Jeanne Moreau speaks
P1412_4878,P1412,Jeanne Moreau,French,English,Jeanne Moreau speaks,George Shaw,English,George Shaw speaks the language
P1412_4883,P1412,George Shaw,English,French,George Shaw speaks the language,Michael Winner,English,Michael Winner speaks the language
P1412_4884,P1412,Michael Winner,English,French,Michael Winner speaks the language,Keith Wood,Irish,The language used by Keith Wood is
P1412_4916,P1412,Keith Wood,Irish,English,The language used by Keith Wood is,Michel Camdessus,French,Michel Camdessus speaks
P1412_4934,P1412,Michel Camdessus,French,English,Michel Camdessus speaks,Chandrasekhar,Tamil,Chandrasekhar writes in
P1412_4941,P1412,Chandrasekhar,Tamil,English,Chandrasekhar writes in,Laura Adani,Italian,Laura Adani speaks
P1412_4969,P1412,Laura Adani,Italian,English,Laura Adani speaks,Bernard Lewis,English,Bernard Lewis speaks
P1412_5066,P1412,Bernard Lewis,English,French,Bernard Lewis speaks,Francis Veber,French,Francis Veber speaks the language
P1412_5076,P1412,Francis Veber,French,English,Francis Veber speaks the language,John McEnery,English,John McEnery speaks
P1412_5101,P1412,John McEnery,English,French,John McEnery speaks,Jean De Briac,French,The language used by Jean De Briac is
P1412_5121,P1412,Jean De Briac,French,English,The language used by Jean De Briac is,Gianni Letta,Italian,Gianni Letta speaks
P1412_5172,P1412,Gianni Letta,Italian,English,Gianni Letta speaks,Cecilia Bartoli,Italian,Cecilia Bartoli speaks
P1412_5190,P1412,Cecilia Bartoli,Italian,English,Cecilia Bartoli speaks,Zuber Usman,Indonesian,Zuber Usman speaks
P1412_5200,P1412,Zuber Usman,Indonesian,English,Zuber Usman speaks,Manoj Bharathiraja,Tamil,The language used by Manoj Bharathiraja is
P1412_5221,P1412,Manoj Bharathiraja,Tamil,English,The language used by Manoj Bharathiraja is,John Updike,English,The language used by John Updike is
P1412_5239,P1412,John Updike,English,French,The language used by John Updike is,Michel Duchaussoy,French,Michel Duchaussoy speaks
P1412_5255,P1412,Michel Duchaussoy,French,English,Michel Duchaussoy speaks,Georgios Lassanis,Greek,Georgios Lassanis speaks the language
P1412_5268,P1412,Georgios Lassanis,Greek,English,Georgios Lassanis speaks the language,Camille Bulcke,Hindi,The language used by Camille Bulcke is
P1412_5334,P1412,Camille Bulcke,Hindi,English,The language used by Camille Bulcke is,Patrick McGoohan,English,Patrick McGoohan speaks
P1412_5363,P1412,Patrick McGoohan,English,French,Patrick McGoohan speaks,Andrei Bitov,Russian,Andrei Bitov writes in
P1412_5436,P1412,Andrei Bitov,Russian,English,Andrei Bitov writes in,Ion Cristoiu,Romanian,Ion Cristoiu speaks the language
P1412_5474,P1412,Ion Cristoiu,Romanian,English,Ion Cristoiu speaks the language,Michael Hutchence,English,Michael Hutchence speaks
P1412_5492,P1412,Michael Hutchence,English,French,Michael Hutchence speaks,Gustav Frederik Holm,Danish,Gustav Frederik Holm speaks
P1412_5506,P1412,Gustav Frederik Holm,Danish,English,Gustav Frederik Holm speaks,Francisco Coloane,Spanish,Francisco Coloane writes in
P1412_5511,P1412,Francisco Coloane,Spanish,English,Francisco Coloane writes in,Parvin E'tesami,Persian,Parvin E'tesami speaks the language
P1412_5515,P1412,Parvin E'tesami,Persian,English,Parvin E'tesami speaks the language,Palito Ortega,Spanish,Palito Ortega writes in
P1412_5556,P1412,Palito Ortega,Spanish,English,Palito Ortega writes in,Elizabeth Eastlake,English,Elizabeth Eastlake writes in
P1412_5559,P1412,Elizabeth Eastlake,English,French,Elizabeth Eastlake writes in,Shriya Saran,Hindi,Shriya Saran speaks the language
P1412_5601,P1412,Shriya Saran,Hindi,English,Shriya Saran speaks the language,Maria Elena Kiriakou,Greek,Maria Elena Kiriakou speaks the language
P1412_5635,P1412,Maria Elena Kiriakou,Greek,English,Maria Elena Kiriakou speaks the language,Paul-Armand Challemel-Lacour,French,The language used by Paul-Armand Challemel-Lacour is
P1412_5664,P1412,Paul-Armand Challemel-Lacour,French,English,The language used by Paul-Armand Challemel-Lacour is,T. H. Parry-Williams,Welsh,T. H. Parry-Williams writes in
P1412_5666,P1412,T. H. Parry-Williams,Welsh,English,T. H. Parry-Williams writes in,Mukesh Tiwari,Tamil,Mukesh Tiwari writes in
P1412_5674,P1412,Mukesh Tiwari,Tamil,English,Mukesh Tiwari writes in,Dirk Bogarde,English,The language used by Dirk Bogarde is
P1412_5715,P1412,Dirk Bogarde,English,French,The language used by Dirk Bogarde is,Albert Camus,French,Albert Camus speaks the language
P1412_5743,P1412,Albert Camus,French,English,Albert Camus speaks the language,Giacinto Scelsi,Italian,Giacinto Scelsi writes in
P1412_5760,P1412,Giacinto Scelsi,Italian,English,Giacinto Scelsi writes in,Sami Michael,Hebrew,Sami Michael writes in
P1412_5846,P1412,Sami Michael,Hebrew,English,Sami Michael writes in,Arturo Issel,Italian,The language used by Arturo Issel is
P1412_5860,P1412,Arturo Issel,Italian,English,The language used by Arturo Issel is,Sayat-Nova,Armenian,Sayat-Nova speaks
P1412_5863,P1412,Sayat-Nova,Armenian,English,Sayat-Nova speaks,Pierre-Charles Villeneuve,French,Pierre-Charles Villeneuve writes in
P1412_5866,P1412,Pierre-Charles Villeneuve,French,English,Pierre-Charles Villeneuve writes in,Margaret Forster,English,Margaret Forster speaks
P1412_5880,P1412,Margaret Forster,English,French,Margaret Forster speaks,Alberto Bueno,Spanish,Alberto Bueno writes in
P1412_5930,P1412,Alberto Bueno,Spanish,English,Alberto Bueno writes in,Claude Chappe,French,Claude Chappe speaks the language
P1412_5932,P1412,Claude Chappe,French,English,Claude Chappe speaks the language,John Glynn,English,John Glynn speaks the language
P1412_5955,P1412,John Glynn,English,French,John Glynn speaks the language,Mervyn Peake,English,The language used by Mervyn Peake is
P1412_6001,P1412,Mervyn Peake,English,French,The language used by Mervyn Peake is,Domenico Bartolucci,Italian,Domenico Bartolucci speaks
P1412_6021,P1412,Domenico Bartolucci,Italian,English,Domenico Bartolucci speaks,Yvette Giraud,French,Yvette Giraud speaks the language
P1412_6025,P1412,Yvette Giraud,French,English,Yvette Giraud speaks the language,Eiliv Skard,Norwegian,Eiliv Skard speaks
P1412_6093,P1412,Eiliv Skard,Norwegian,English,Eiliv Skard speaks,Sanghavi,Hindi,The language used by Sanghavi is
P1412_6097,P1412,Sanghavi,Hindi,English,The language used by Sanghavi is,Ravi Shankar,English,Ravi Shankar writes in
P1412_6105,P1412,Ravi Shankar,English,French,Ravi Shankar writes in,Oriol Junqueras,Catalan,The language used by Oriol Junqueras is
P1412_6138,P1412,Oriol Junqueras,Catalan,English,The language used by Oriol Junqueras is,Rajit Kapur,Hindi,Rajit Kapur speaks the language
P1412_6174,P1412,Rajit Kapur,Hindi,English,Rajit Kapur speaks the language,Jorge Glusberg,Spanish,The language used by Jorge Glusberg is
P1412_6182,P1412,Jorge Glusberg,Spanish,English,The language used by Jorge Glusberg is,Shilpa Shetty,Hindi,Shilpa Shetty speaks the language
P1412_6187,P1412,Shilpa Shetty,Hindi,English,Shilpa Shetty speaks the language,Liv Ullmann,English,Liv Ullmann writes in
P1412_6200,P1412,Liv Ullmann,English,French,Liv Ullmann writes in,Olinto Cristina,Italian,Olinto Cristina writes in
P1412_6270,P1412,Olinto Cristina,Italian,English,Olinto Cristina writes in,Lodovico Castelvetro,Italian,Lodovico Castelvetro speaks the language
P1412_6306,P1412,Lodovico Castelvetro,Italian,English,Lodovico Castelvetro speaks the language,Shlomo Avineri,Hebrew,The language used by Shlomo Avineri is
P1412_6324,P1412,Shlomo Avineri,Hebrew,English,The language used by Shlomo Avineri is,Jacques Pills,French,Jacques Pills writes in
P1412_6325,P1412,Jacques Pills,French,English,Jacques Pills writes in,Eleanor Steber,English,The language used by Eleanor Steber is
P1412_6333,P1412,Eleanor Steber,English,French,The language used by Eleanor Steber is,Margarethe von Trotta,German,Margarethe von Trotta speaks
P1412_6426,P1412,Margarethe von Trotta,German,English,Margarethe von Trotta speaks,Gabino Diego,Spanish,Gabino Diego speaks
P1412_6462,P1412,Gabino Diego,Spanish,English,Gabino Diego speaks,Maxence Caron,French,Maxence Caron speaks
P1412_6489,P1412,Maxence Caron,French,English,Maxence Caron speaks,Kalairani,Tamil,Kalairani speaks the language
P1412_6491,P1412,Kalairani,Tamil,English,Kalairani speaks the language,Giorgio Albertazzi,Italian,Giorgio Albertazzi writes in
P1412_6493,P1412,Giorgio Albertazzi,Italian,English,Giorgio Albertazzi writes in,Pascal Dagnan-Bouveret,French,Pascal Dagnan-Bouveret writes in
P1412_6513,P1412,Pascal Dagnan-Bouveret,French,English,Pascal Dagnan-Bouveret writes in,Gaston Palewski,French,Gaston Palewski writes in
P1412_6561,P1412,Gaston Palewski,French,English,Gaston Palewski writes in,Marcel Achard,French,Marcel Achard speaks
P1412_6584,P1412,Marcel Achard,French,English,Marcel Achard speaks,William Blandowski,English,William Blandowski writes in
P1412_6590,P1412,William Blandowski,English,French,William Blandowski writes in,Margrethe II of Denmark,Swedish,Margrethe II of Denmark speaks the language
P1412_6597,P1412,Margrethe II of Denmark,Swedish,English,Margrethe II of Denmark speaks the language,Gray Davis,English,Gray Davis speaks
P1412_6648,P1412,Gray Davis,English,French,Gray Davis speaks,Fulvio Tomizza,Italian,The language used by Fulvio Tomizza is
P1412_6655,P1412,Fulvio Tomizza,Italian,English,The language used by Fulvio Tomizza is,Joachim Lebreton,French,The language used by Joachim Lebreton is
P1412_6686,P1412,Joachim Lebreton,French,English,The language used by Joachim Lebreton is,Abigail Child,English,Abigail Child speaks
P1412_6688,P1412,Abigail Child,English,French,Abigail Child speaks,Elena Valenciano,Spanish,Elena Valenciano speaks
P1412_6695,P1412,Elena Valenciano,Spanish,English,Elena Valenciano speaks,Hemant Birje,Hindi,Hemant Birje speaks the language
P1412_6696,P1412,Hemant Birje,Hindi,English,Hemant Birje speaks the language,Jean Hyppolite,French,Jean Hyppolite speaks
P1412_6700,P1412,Jean Hyppolite,French,English,Jean Hyppolite speaks,Ronny Levy,Hebrew,The language used by Ronny Levy is
P1412_6782,P1412,Ronny Levy,Hebrew,English,The language used by Ronny Levy is,Dominic Guard,English,Dominic Guard speaks
P1412_6784,P1412,Dominic Guard,English,French,Dominic Guard speaks,Manuel Dorrego,Spanish,The language used by Manuel Dorrego is
P1412_6811,P1412,Manuel Dorrego,Spanish,English,The language used by Manuel Dorrego is,Enzo Cannavale,Italian,Enzo Cannavale speaks the language
P1412_6849,P1412,Enzo Cannavale,Italian,English,Enzo Cannavale speaks the language,Orchidea De Santis,Italian,Orchidea De Santis speaks
P1412_6865,P1412,Orchidea De Santis,Italian,English,Orchidea De Santis speaks,Heikki Siren,Finnish,Heikki Siren writes in
P1412_6874,P1412,Heikki Siren,Finnish,English,Heikki Siren writes in,Yitzhak Arad,Hebrew,Yitzhak Arad speaks the language
P1412_6893,P1412,Yitzhak Arad,Hebrew,English,Yitzhak Arad speaks the language,Niels Arestrup,French,Niels Arestrup speaks the language
P1412_6894,P1412,Niels Arestrup,French,English,Niels Arestrup speaks the language,Jean-Yves Girard,French,Jean-Yves Girard writes in
P1412_6904,P1412,Jean-Yves Girard,French,English,Jean-Yves Girard writes in,Alain de Benoist,French,Alain de Benoist speaks
P1412_6913,P1412,Alain de Benoist,French,English,Alain de Benoist speaks,Roger Caillois,French,The language used by Roger Caillois is
P1412_6959,P1412,Roger Caillois,French,English,The language used by Roger Caillois is,Conrad Busken Huet,Dutch,Conrad Busken Huet speaks
P1412_6960,P1412,Conrad Busken Huet,Dutch,English,Conrad Busken Huet speaks,Alaska,Spanish,Alaska speaks the language
P1412_6976,P1412,Alaska,Spanish,English,Alaska speaks the language,Asser,Welsh,Asser writes in
P1412_6982,P1412,Asser,Welsh,English,Asser writes in,Anggun,Indonesian,Anggun speaks
P1412_6989,P1412,Anggun,Indonesian,English,Anggun speaks,Christine Angot,French,The language used by Christine Angot is
P1412_7021,P1412,Christine Angot,French,English,The language used by Christine Angot is,Boris Shaposhnikov,Russian,Boris Shaposhnikov speaks the language
P1412_7050,P1412,Boris Shaposhnikov,Russian,English,Boris Shaposhnikov speaks the language,Bruno Racine,French,Bruno Racine speaks the language
P1412_7071,P1412,Bruno Racine,French,English,Bruno Racine speaks the language,Aleksander Griboyedov,Russian,Aleksander Griboyedov writes in
P1412_7076,P1412,Aleksander Griboyedov,Russian,English,Aleksander Griboyedov writes in,Giuseppe Sarti,Italian,Giuseppe Sarti speaks
P1412_7096,P1412,Giuseppe Sarti,Italian,English,Giuseppe Sarti speaks,Pierre Beaumarchais,French,The language used by Pierre Beaumarchais is
P1412_7110,P1412,Pierre Beaumarchais,French,English,The language used by Pierre Beaumarchais is,Hussniya Jabara,Hebrew,Hussniya Jabara speaks
P1412_7119,P1412,Hussniya Jabara,Hebrew,English,Hussniya Jabara speaks,Hubert Latham,French,The language used by Hubert Latham is
P1412_7133,P1412,Hubert Latham,French,English,The language used by Hubert Latham is,Natalia Shvedova,Russian,Natalia Shvedova speaks the language
P1412_7197,P1412,Natalia Shvedova,Russian,English,Natalia Shvedova speaks the language,"Thomas Robinson, 1st Baron Grantham",English,"Thomas Robinson, 1st Baron Grantham speaks"
P1412_7207,P1412,"Thomas Robinson, 1st Baron Grantham",English,French,"Thomas Robinson, 1st Baron Grantham speaks",Nikolai Myaskovsky,Russian,Nikolai Myaskovsky speaks the language
P1412_7242,P1412,Nikolai Myaskovsky,Russian,English,Nikolai Myaskovsky speaks the language,Edward Bond,English,Edward Bond speaks the language
P1412_7286,P1412,Edward Bond,English,French,Edward Bond speaks the language,Sextus Pompeius Festus,Latin,Sextus Pompeius Festus writes in
P1412_7319,P1412,Sextus Pompeius Festus,Latin,English,Sextus Pompeius Festus writes in,Vanessa Beecroft,Italian,The language used by Vanessa Beecroft is
P1412_7332,P1412,Vanessa Beecroft,Italian,English,The language used by Vanessa Beecroft is,Nicolas Perrenot de Granvelle,French,The language used by Nicolas Perrenot de Granvelle is
P1412_7339,P1412,Nicolas Perrenot de Granvelle,French,English,The language used by Nicolas Perrenot de Granvelle is,Georges Guibourg,French,The language used by Georges Guibourg is
P1412_7369,P1412,Georges Guibourg,French,English,The language used by Georges Guibourg is,Hermenegildo Anglada Camarasa,Spanish,Hermenegildo Anglada Camarasa writes in
P1412_7391,P1412,Hermenegildo Anglada Camarasa,Spanish,English,Hermenegildo Anglada Camarasa writes in,Philip Nel,English,Philip Nel speaks the language
P1412_7404,P1412,Philip Nel,English,French,Philip Nel speaks the language,Lucrezia Bori,Spanish,The language used by Lucrezia Bori is
P1412_7433,P1412,Lucrezia Bori,Spanish,English,The language used by Lucrezia Bori is,Sharof Rashidov,Russian,Sharof Rashidov speaks
P1412_7444,P1412,Sharof Rashidov,Russian,English,Sharof Rashidov speaks,Boris Stomakhin,Russian,Boris Stomakhin speaks
P1412_7523,P1412,Boris Stomakhin,Russian,English,Boris Stomakhin speaks,Muhammad Ali,English,Muhammad Ali speaks
P1412_7559,P1412,Muhammad Ali,English,French,Muhammad Ali speaks,Abraham Isaac Kook,Hebrew,Abraham Isaac Kook speaks the language
P1412_7575,P1412,Abraham Isaac Kook,Hebrew,English,Abraham Isaac Kook speaks the language,Martin Koolhoven,Dutch,Martin Koolhoven speaks
P1412_7591,P1412,Martin Koolhoven,Dutch,English,Martin Koolhoven speaks,Victor Horta,Dutch,Victor Horta speaks
P1412_7603,P1412,Victor Horta,Dutch,English,Victor Horta speaks,Aleksey Brusilov,Russian,Aleksey Brusilov speaks
P1412_7622,P1412,Aleksey Brusilov,Russian,English,Aleksey Brusilov speaks,Ferrante Pallavicino,Italian,The language used by Ferrante Pallavicino is
P1412_7635,P1412,Ferrante Pallavicino,Italian,English,The language used by Ferrante Pallavicino is,Ernest William Hornung,English,The language used by Ernest William Hornung is
P1412_7683,P1412,Ernest William Hornung,English,French,The language used by Ernest William Hornung is,Eva Cantarella,Italian,Eva Cantarella speaks
P1412_7700,P1412,Eva Cantarella,Italian,English,Eva Cantarella speaks,Robert Nivelle,French,The language used by Robert Nivelle is
P1412_7705,P1412,Robert Nivelle,French,English,The language used by Robert Nivelle is,Derrick Sherwin,English,Derrick Sherwin writes in
P1412_7744,P1412,Derrick Sherwin,English,French,Derrick Sherwin writes in,Malbim,Hebrew,Malbim speaks
P1412_7767,P1412,Malbim,Hebrew,English,Malbim speaks,Edward J. King,English,Edward J. King writes in
P1412_7783,P1412,Edward J. King,English,French,Edward J. King writes in,Yordi,Spanish,Yordi writes in
P1412_7804,P1412,Yordi,Spanish,English,Yordi writes in,Lodovico Agostini,Italian,Lodovico Agostini speaks the language
P1412_7812,P1412,Lodovico Agostini,Italian,English,Lodovico Agostini speaks the language,Pierre Boucher,French,Pierre Boucher speaks the language
P1412_7820,P1412,Pierre Boucher,French,English,Pierre Boucher speaks the language,L. L. Zamenhof,Russian,L. L. Zamenhof speaks the language
P1412_7841,P1412,L. L. Zamenhof,Russian,English,L. L. Zamenhof speaks the language,Natasha Parry,English,Natasha Parry speaks
P1412_7844,P1412,Natasha Parry,English,French,Natasha Parry speaks,Karel van Mander I,Dutch,Karel van Mander I speaks
P1412_7872,P1412,Karel van Mander I,Dutch,English,Karel van Mander I speaks,Lennart Geijer,Swedish,The language used by Lennart Geijer is
P1412_7877,P1412,Lennart Geijer,Swedish,English,The language used by Lennart Geijer is,William Alfred Fowler,English,William Alfred Fowler speaks the language
P1412_7885,P1412,William Alfred Fowler,English,French,William Alfred Fowler speaks the language,Xiong Qinglai,Chinese,The language used by Xiong Qinglai is
P1412_7891,P1412,Xiong Qinglai,Chinese,English,The language used by Xiong Qinglai is,Olivier Baroux,French,Olivier Baroux speaks the language
P1412_7904,P1412,Olivier Baroux,French,English,Olivier Baroux speaks the language,Francis de Croisset,French,Francis de Croisset speaks the language
P1412_7907,P1412,Francis de Croisset,French,English,Francis de Croisset speaks the language,Rui Naiwei,Chinese,Rui Naiwei speaks the language
P1412_7950,P1412,Rui Naiwei,Chinese,English,Rui Naiwei speaks the language,Olivier Weber,French,Olivier Weber writes in
P1412_7997,P1412,Olivier Weber,French,English,Olivier Weber writes in,Joseph Hume,English,The language used by Joseph Hume is
P1412_8004,P1412,Joseph Hume,English,French,The language used by Joseph Hume is,Shahu Modak,Hindi,Shahu Modak speaks
P1412_8034,P1412,Shahu Modak,Hindi,English,Shahu Modak speaks,Gomes Eanes de Zurara,Portuguese,Gomes Eanes de Zurara speaks the language
P1412_8066,P1412,Gomes Eanes de Zurara,Portuguese,English,Gomes Eanes de Zurara speaks the language,Roy Orbison,English,Roy Orbison speaks
P1412_8077,P1412,Roy Orbison,English,French,Roy Orbison speaks,Michel Etcheverry,French,Michel Etcheverry speaks the language
P1412_8099,P1412,Michel Etcheverry,French,English,Michel Etcheverry speaks the language,Natalia Barbu,English,The language used by Natalia Barbu is
P1412_8145,P1412,Natalia Barbu,English,French,The language used by Natalia Barbu is,Thomas Moult,English,Thomas Moult speaks the language
P1412_8157,P1412,Thomas Moult,English,French,Thomas Moult speaks the language,Michael van Gerwen,Dutch,Michael van Gerwen speaks the language
P1412_8217,P1412,Michael van Gerwen,Dutch,English,Michael van Gerwen speaks the language,Peter Quennell,English,Peter Quennell speaks
P1412_8227,P1412,Peter Quennell,English,French,Peter Quennell speaks,Thomas Seccombe,English,The language used by Thomas Seccombe is
P1412_8276,P1412,Thomas Seccombe,English,French,The language used by Thomas Seccombe is,Gao Xingjian,Chinese,The language used by Gao Xingjian is
P1412_8301,P1412,Gao Xingjian,Chinese,English,The language used by Gao Xingjian is,Peter Brook,English,Peter Brook speaks
P1412_8330,P1412,Peter Brook,English,French,Peter Brook speaks,Peter Cowie,English,The language used by Peter Cowie is
P1412_8352,P1412,Peter Cowie,English,French,The language used by Peter Cowie is,Javier Espinosa,Spanish,Javier Espinosa writes in
P1412_8371,P1412,Javier Espinosa,Spanish,English,Javier Espinosa writes in,Victoria Silvstedt,French,Victoria Silvstedt speaks the language
P1412_8382,P1412,Victoria Silvstedt,French,English,Victoria Silvstedt speaks the language,Robert Garnier,French,The language used by Robert Garnier is
P1412_8397,P1412,Robert Garnier,French,English,The language used by Robert Garnier is,David Foster Wallace,English,The language used by David Foster Wallace is
P1412_8439,P1412,David Foster Wallace,English,French,The language used by David Foster Wallace is,Dick King-Smith,English,Dick King-Smith speaks
P1412_8477,P1412,Dick King-Smith,English,French,Dick King-Smith speaks,Donald Davie,English,Donald Davie writes in
P1412_8568,P1412,Donald Davie,English,French,Donald Davie writes in,Alfred Watkins,English,The language used by Alfred Watkins is
P1412_8596,P1412,Alfred Watkins,English,French,The language used by Alfred Watkins is,Clark Gable,English,Clark Gable writes in
P1412_8597,P1412,Clark Gable,English,French,Clark Gable writes in,Robert Campin,Dutch,The language used by Robert Campin is
P1412_8605,P1412,Robert Campin,Dutch,English,The language used by Robert Campin is,Eric Partridge,English,Eric Partridge writes in
P1412_8609,P1412,Eric Partridge,English,French,Eric Partridge writes in,Jostein Pedersen,Norwegian,Jostein Pedersen speaks
P1412_8632,P1412,Jostein Pedersen,Norwegian,English,Jostein Pedersen speaks,Jean Benguigui,French,Jean Benguigui speaks the language
P1412_8651,P1412,Jean Benguigui,French,English,Jean Benguigui speaks the language,Mateo Flecha,Spanish,The language used by Mateo Flecha is
P1412_8668,P1412,Mateo Flecha,Spanish,English,The language used by Mateo Flecha is,Florian Henckel von Donnersmarck,German,The language used by Florian Henckel von Donnersmarck is
P1412_8688,P1412,Florian Henckel von Donnersmarck,German,English,The language used by Florian Henckel von Donnersmarck is,Sergei Diaghilev,Russian,The language used by Sergei Diaghilev is
P1412_8714,P1412,Sergei Diaghilev,Russian,English,The language used by Sergei Diaghilev is,Arnold Chikobava,Georgian,Arnold Chikobava speaks the language
P1412_8797,P1412,Arnold Chikobava,Georgian,English,Arnold Chikobava speaks the language,Petter Dass,Norwegian,Petter Dass writes in
P1412_8822,P1412,Petter Dass,Norwegian,English,Petter Dass writes in,Eleanor Bron,English,The language used by Eleanor Bron is
P1412_8896,P1412,Eleanor Bron,English,French,The language used by Eleanor Bron is,Laurent Brochard,French,Laurent Brochard writes in
P1412_8910,P1412,Laurent Brochard,French,English,Laurent Brochard writes in,Matthew Henry,English,Matthew Henry speaks
P1412_8938,P1412,Matthew Henry,English,French,Matthew Henry speaks,Eliot Weinberger,English,Eliot Weinberger writes in
P1412_8959,P1412,Eliot Weinberger,English,French,Eliot Weinberger writes in,Sergei Nilus,Russian,Sergei Nilus speaks
P1412_9011,P1412,Sergei Nilus,Russian,English,Sergei Nilus speaks,Tristan Tzara,French,Tristan Tzara speaks the language
P1412_9013,P1412,Tristan Tzara,French,English,Tristan Tzara speaks the language,Ernest Shackleton,English,Ernest Shackleton writes in
P1412_9038,P1412,Ernest Shackleton,English,French,Ernest Shackleton writes in,Hakan Fidan,Turkish,Hakan Fidan speaks the language
P1412_9039,P1412,Hakan Fidan,Turkish,English,Hakan Fidan speaks the language,Zhu Xi,Chinese,Zhu Xi writes in
P1412_9103,P1412,Zhu Xi,Chinese,English,Zhu Xi writes in,Giuseppe Saronni,Italian,The language used by Giuseppe Saronni is
P1412_9106,P1412,Giuseppe Saronni,Italian,English,The language used by Giuseppe Saronni is,Amaia Salamanca,Spanish,The language used by Amaia Salamanca is
P1412_9168,P1412,Amaia Salamanca,Spanish,English,The language used by Amaia Salamanca is,Calixto Bieito,Spanish,Calixto Bieito speaks
P1412_9231,P1412,Calixto Bieito,Spanish,English,Calixto Bieito speaks,Nino Rota,Italian,Nino Rota writes in
P1412_9282,P1412,Nino Rota,Italian,English,Nino Rota writes in,Anna Mouglalis,French,The language used by Anna Mouglalis is
P1412_9284,P1412,Anna Mouglalis,French,English,The language used by Anna Mouglalis is,Anacharsis Cloots,French,Anacharsis Cloots writes in
P1412_9364,P1412,Anacharsis Cloots,French,English,Anacharsis Cloots writes in,Riccardo Freda,Italian,Riccardo Freda writes in
P1412_9365,P1412,Riccardo Freda,Italian,English,Riccardo Freda writes in,James Howell,English,James Howell speaks
P1412_9366,P1412,James Howell,English,French,James Howell speaks,Vincent d'Indy,French,Vincent d'Indy speaks the language
P1412_9380,P1412,Vincent d'Indy,French,English,Vincent d'Indy speaks the language,Pierre Berbizier,French,The language used by Pierre Berbizier is
P1412_9388,P1412,Pierre Berbizier,French,English,The language used by Pierre Berbizier is,"Infante Juan, Count of Barcelona",Spanish,"Infante Juan, Count of Barcelona writes in"
P1412_9396,P1412,"Infante Juan, Count of Barcelona",Spanish,English,"Infante Juan, Count of Barcelona writes in",Ramon Llull,Catalan,The language used by Ramon Llull is
P1412_9445,P1412,Ramon Llull,Catalan,English,The language used by Ramon Llull is,Mikhail Khodorkovsky,Russian,The language used by Mikhail Khodorkovsky is
P1412_9448,P1412,Mikhail Khodorkovsky,Russian,English,The language used by Mikhail Khodorkovsky is,Pompiliu Constantinescu,Romanian,The language used by Pompiliu Constantinescu is
P1412_9486,P1412,Pompiliu Constantinescu,Romanian,English,The language used by Pompiliu Constantinescu is,Albert Riera,Spanish,Albert Riera speaks the language
P1412_9488,P1412,Albert Riera,Spanish,English,Albert Riera speaks the language,Cid Corman,English,Cid Corman writes in
P1412_9491,P1412,Cid Corman,English,French,Cid Corman writes in,Adolfo Marsillach,Spanish,Adolfo Marsillach writes in
P1412_9511,P1412,Adolfo Marsillach,Spanish,English,Adolfo Marsillach writes in,Santiago Segura,Spanish,The language used by Santiago Segura is
P1412_9559,P1412,Santiago Segura,Spanish,English,The language used by Santiago Segura is,Aharon Barak,Hebrew,Aharon Barak speaks the language
P1412_9578,P1412,Aharon Barak,Hebrew,English,Aharon Barak speaks the language,Jean-Baptiste-Louis Gresset,French,Jean-Baptiste-Louis Gresset speaks
P1412_9636,P1412,Jean-Baptiste-Louis Gresset,French,English,Jean-Baptiste-Louis Gresset speaks,Michel-Dimitri Calvocoressi,French,The language used by Michel-Dimitri Calvocoressi is
P1412_9652,P1412,Michel-Dimitri Calvocoressi,French,English,The language used by Michel-Dimitri Calvocoressi is,Roger Quilter,English,Roger Quilter writes in
P1412_9669,P1412,Roger Quilter,English,French,Roger Quilter writes in,Philippa Gregory,English,The language used by Philippa Gregory is
P1412_9689,P1412,Philippa Gregory,English,French,The language used by Philippa Gregory is,Alicia Markova,English,Alicia Markova writes in
P1412_9699,P1412,Alicia Markova,English,French,Alicia Markova writes in,Pep Guardiola,Spanish,Pep Guardiola speaks
P1412_9718,P1412,Pep Guardiola,Spanish,English,Pep Guardiola speaks,Dino Dvornik,Croatian,The language used by Dino Dvornik is
P1412_9731,P1412,Dino Dvornik,Croatian,English,The language used by Dino Dvornik is,Deep Dhillon,Hindi,Deep Dhillon speaks the language
P1412_9781,P1412,Deep Dhillon,Hindi,English,Deep Dhillon speaks the language,Nick Cave,English,Nick Cave writes in
P1412_9800,P1412,Nick Cave,English,French,Nick Cave writes in,Antoine Laurent de Jussieu,French,The language used by Antoine Laurent de Jussieu is
P1412_9822,P1412,Antoine Laurent de Jussieu,French,English,The language used by Antoine Laurent de Jussieu is,Andoni Iraola,Spanish,Andoni Iraola speaks the language
